cik,sic2,op_income_loss_cy2025q1,revenues_cy2025q1,revenues_cy2026q1,opmargin_cy2025q1_level,prior_year_opmargin_level_rank,gross_profit_cy2025q1,gross_profit_cy2026q1,ocf_cy2025q1,ocf_cy2026q1,assets_cy2024q4i,assets_cy2025q1i,assets_cy2025q4i,assets_cy2026q1i
0001582961,73,37642000.00,210703000.00,257905000.00,0.178650,1204.0,129444000.00,144710000.00,64090000.00,46921000.00,1639015000.00,1641668000.00,1837705000.00,2570387000.00
0001582982,73,2019000.00,27632000.00,31270000.00,0.073067,1281.0,,,5113000.00,3611000.00,71614000.00,73556000.00,87598000.00,86719000.00
0001583107,28,-14434000.00,15388000.00,17699000.00,-0.938004,323.0,,,43039000.00,73279000.00,354161000.00,343582000.00,485570000.00,472313000.00
0001583708,73,-87483000.00,229029000.00,276657000.00,-0.381973,1544.0,172497000.00,198692000.00,52274000.00,38493000.00,2406625000.00,2383951000.00,2438102000.00,2356295000.00
0001584549,01,-440000.00,39680000.00,50238000.00,-0.011089,1891.0,14179000.00,20986000.00,-6376000.00,,389306000.00,377104000.00,423096000.00,400884000.00
0001585364,28,46900000.00,1043900000.00,969200000.00,0.044928,236.0,392300000.00,325500000.00,-64500000.00,-113600000.00,9647700000.00,9759800000.00,8535200000.00,7983300000.00
0001585389,67,17239000.00,65449000.00,78310000.00,0.263396,824.0,41985000.00,44882000.00,10550000.00,24237000.00,2042067000.00,2114401000.00,2432172000.00,2421403000.00
0001585521,73,241592000.00,1174715000.00,1239006000.00,0.205660,1187.0,896313000.00,964719000.00,489261000.00,521610000.00,10988421000.00,10951896000.00,11960416000.00,12162017000.00
0001585608,28,-9421000.00,2214000.00,20272000.00,-4.255194,380.0,,,-7314000.00,8830000.00,53425000.00,51460000.00,38323000.00,37434000.00
0001585689,70,536000000.00,2695000000.00,2937000000.00,0.198887,2184.0,,,452000000.00,618000000.00,16522000000.00,16043000000.00,16774000000.00,16385000000.00
0001587523,36,4000000.00,132200000.00,153100000.00,0.030257,579.0,53300000.00,67100000.00,1300000.00,-700000.00,1118200000.00,1097100000.00,1051100000.00,1053900000.00
0001588014,73,-151582.00,926536.00,1024620.00,-0.163601,1478.0,,,-364421.00,-201594.00,7419793.00,8716280.00,10882561.00,10848007.00
0001588978,38,-27438000.00,69162000.00,83132000.00,-0.396721,1495.0,44161000.00,53947000.00,-16980000.00,-38127000.00,534017000.00,519375000.00,508081000.00,487062000.00
0001589149,50,-3881507.00,7333710.00,16275981.00,-0.529269,2604.0,3486663.00,6814884.00,-4161414.00,1318528.00,63087617.00,67519865.00,55169056.00,53925543.00
0001589150,28,-113349.00,59065.00,59065.00,-1.919055,350.0,,,,,191416.00,169482.00,237076.00,260194.00
0001589526,37,33711000.00,358851000.00,352635000.00,0.093941,1638.0,70854000.00,70647000.00,,,535222000.00,543698000.00,642342000.00,689364000.00
0001590418,38,-1271527.00,190255.00,47973.00,-6.683278,2587.0,30544.00,15244.00,-1220049.00,-1148500.00,4080313.00,2667407.00,8885514.00,7797266.00
0001590560,28,-39331000.00,1567000.00,3562000.00,-25.099553,450.0,,,-44100000.00,-38243000.00,556536000.00,605403000.00,824908000.00,778706000.00
0001590584,70,-5516000.00,144044000.00,172667000.00,-0.038294,2422.0,29429000.00,40161000.00,-8445000.00,-9744000.00,405072000.00,423752000.00,477411000.00,491605000.00
0001590714,28,77400000.00,593700000.00,840000000.00,0.130369,202.0,250500000.00,322700000.00,26000000.00,-66600000.00,4873900000.00,4794600000.00,5101400000.00,5737800000.00
0001590877,28,12127000.00,89012000.00,6393000.00,0.136240,198.0,,,33629000.00,-76186000.00,465989000.00,490929000.00,453032000.00,341894000.00
0001590895,70,488000000.00,2794000000.00,2870000000.00,0.174660,2208.0,,,218000000.00,204000000.00,32590000000.00,32398000000.00,31639000000.00,31664000000.00
0001590955,73,185100000.00,530500000.00,571900000.00,0.348916,1098.0,445900000.00,484500000.00,182500000.00,213800000.00,5859900000.00,4572600000.00,7598700000.00,4821800000.00
0001590976,37,17367000.00,228662000.00,235698000.00,0.075951,1645.0,45724000.00,41277000.00,,,738676000.00,758766000.00,715705000.00,1006801000.00
0001591698,73,127030000.00,454548000.00,502286000.00,0.279464,1135.0,324695000.00,363188000.00,,,5293774000.00,5167966000.00,6972784000.00,5444375000.00
0001591890,61,-2274000.00,6811000.00,232000.00,-0.333872,101.0,,,-2923000.00,-6229000.00,109469000.00,100309000.00,163844000.00,95681000.00
0001591956,61,-5188000.00,2817000.00,1916000.00,-1.841676,119.0,,,-4078000.00,-3718000.00,43228000.00,34275000.00,25120000.00,21739000.00
0001593001,35,-1565569.00,1264.00,2709023.00,-1238.583070,2788.0,,,,,1761987.00,9486155.00,129618033.00,128977431.00
0001593184,73,-192615.00,515147.00,426175.00,-0.373903,1540.0,406031.00,348288.00,37695.00,26629.00,508535.00,482623.00,410986.00,337070.00
0001593549,73,-677540.00,312657.00,124785.00,-2.167039,1681.0,-481147.00,-485236.00,-9012.00,114087.00,47591411.00,46215247.00,48099032.00,47657271.00
0001594805,73,203000000.00,2360000000.00,3170000000.00,0.086017,1273.0,1169000000.00,1546000000.00,367000000.00,481000000.00,13924000000.00,13400000000.00,15189000000.00,14121000000.00
0001595974,73,-1364000.00,155771000.00,164371000.00,-0.008756,1374.0,,,2561000.00,-120766000.00,2854768000.00,2674650000.00,3164375000.00,2946507000.00
0001596532,35,858800000.00,2004800000.00,2709000000.00,0.428372,719.0,1276100000.00,1676800000.00,641700000.00,1693500000.00,14043900000.00,14514600000.00,19448600000.00,21656500000.00
0001596961,73,3800000.00,244700000.00,260400000.00,0.015529,1351.0,67200000.00,71600000.00,-6900000.00,-27600000.00,755200000.00,738900000.00,673600000.00,721700000.00
0001596993,44,14691787.00,75888175.00,153270708.00,0.193598,2376.0,,,,,1820059163.00,1778660280.00,1777739333.00,1871692717.00
0001597033,73,91395000.00,702126000.00,760326000.00,0.130169,1239.0,,,-80603000.00,,4634929000.00,4678325000.00,4502128000.00,4332512000.00
0001597672,26,-15093000.00,352584000.00,319065000.00,-0.042807,2410.0,24054000.00,-7593000.00,39616000.00,31937000.00,2129657000.00,2117531000.00,1758355000.00,1667381000.00
0001597846,87,-688933.00,352755.00,405386.00,-1.953007,2653.0,259113.00,292637.00,-240942.00,-928413.00,6473923.00,6319391.00,5091388.00,21888786.00
0001598665,63,42436000.00,211520000.00,212658000.00,0.200624,2296.0,,,837000.00,24864000.00,2468924000.00,2213097000.00,2195822000.00,2020984000.00
0001598981,36,-7713025.00,20113938.00,22094389.00,-0.383467,633.0,,,-4324675.00,-6014032.00,65887047.00,63168534.00,57715234.00,77946276.00
0001599117,67,-193975.00,2000.00,42767.00,-96.987500,2758.0,2000.00,42767.00,-148528.00,-130038.00,3414562.00,3254505.00,2859843.00,2775377.00
0001599407,87,-1414900.00,2770791.00,1168408.00,-0.510648,2120.0,,,755750.00,858196.00,33647738.00,32305185.00,34163656.00,33273437.00
0001599617,35,29000000.00,599000000.00,1183000000.00,0.048414,827.0,138000000.00,193000000.00,-16000000.00,-95000000.00,1621000000.00,1651000000.00,3924000000.00,3927000000.00
0001600222,82,19665000.00,223406000.00,222461000.00,0.088024,2240.0,,,,,,,549572000.00,546394000.00
0001600347,87,-311731.00,55301.00,60902.00,-5.636987,2688.0,28160.00,38981.00,-350195.00,-320248.00,4069044.00,2903894.00,1592962.00,1540389.00
0001600620,28,21847000.00,62465000.00,77705000.00,0.349748,155.0,,,1300000.00,32560000.00,550645000.00,504850000.00,751587000.00,723997000.00
0001600626,67,-12300000.00,28706000.00,25664000.00,-0.428482,926.0,,,20216000.00,-9749000.00,2676232000.00,2595197000.00,1352824000.00,1328187000.00
0001600641,59,-6255000.00,22545000.00,22388000.00,-0.277445,500.0,16322000.00,16665000.00,-96000.00,1059000.00,145758000.00,142513000.00,132107000.00,121847000.00
0001600983,36,-6828000.00,2917000.00,6016000.00,-2.340761,664.0,-668000.00,465000.00,-6375000.00,-11604000.00,28185000.00,29810000.00,41258000.00,59575000.00
0001601046,38,207000000.00,1306000000.00,1717000000.00,0.158499,1096.0,,,,,9387000000.00,10535000000.00,11481000000.00,11738000000.00
0001601548,87,34298000.00,1015923000.00,1254128000.00,0.033760,1824.0,,,-95464000.00,-129910000.00,3228843000.00,3103480000.00,3272174000.00,3189469000.00
0001601830,28,-191368000.00,14745000.00,6472000.00,-12.978501,425.0,,,-131957000.00,-81101000.00,1448598000.00,1305234000.00,1474130000.00,1339522000.00
0001603015,73,-17224000.00,98642000.00,127434000.00,-0.174611,1483.0,39810000.00,50055000.00,-5596000.00,-21197000.00,378769000.00,,733095000.00,723320000.00
0001603145,49,-233000000.00,282000000.00,275000000.00,-0.826241,2608.0,,,90000000.00,-5000000.00,20292000000.00,21402000000.00,19595000000.00,19513000000.00
0001604464,28,38802000.00,98149000.00,516000.00,0.395338,151.0,,,-28138000.00,-3073000.00,109098000.00,62038000.00,20235000.00,19997000.00
0001604665,28,46607000.00,237629000.00,305675000.00,0.196133,183.0,54081000.00,93759000.00,45781000.00,110198000.00,1287956000.00,1371352000.00,1256533000.00,1235698000.00
0001604821,80,-79177000.00,501830000.00,696644000.00,-0.157777,1016.0,,,44452000.00,40171000.00,1660735000.00,1732366000.00,2398344000.00,2614398000.00
0001604868,52,-9874000.00,35703000.00,38391000.00,-0.276559,2606.0,9707000.00,9740000.00,-3829000.00,-5048000.00,174352000.00,164232000.00,147040000.00,139578000.00
0001605331,67,213723.00,1058543.00,4143529.00,0.201903,859.0,,,,,2222315.00,2918521.00,6200240.00,9048733.00
0001605888,73,-9449746.00,102808807.00,249886893.00,-0.091916,1450.0,11186122.00,21426053.00,14568690.00,-9886791.00,119751676.00,106474493.00,113229836.00,981048790.00
0001606163,17,7911000.00,133108000.00,138859000.00,0.059433,2302.0,36719000.00,31170000.00,2241000.00,-7810000.00,352129000.00,336370000.00,381130000.00,376972000.00
0001606268,49,24844000.00,142257000.00,159029000.00,0.174642,1955.0,46864000.00,26411000.00,24950000.00,9392000.00,344939000.00,347402000.00,331289000.00,322982000.00
0001606498,38,10300000.00,167500000.00,182200000.00,0.061493,1150.0,89800000.00,94200000.00,25700000.00,-12300000.00,1154200000.00,1107800000.00,1073700000.00,1050100000.00
0001606757,36,11716000.00,374607000.00,352922000.00,0.031275,578.0,26896000.00,27815000.00,,,1074436000.00,1074555000.00,1083471000.00,1104305000.00
0001606909,44,2926000.00,122802000.00,170580000.00,0.023827,2571.0,,,-4356000.00,4494000.00,936457000.00,917988805.00,928096000.00,950695000.00
0001607962,38,-4853000.00,5034000.00,3923000.00,-0.964044,1578.0,2122000.00,1342000.00,-5493000.00,-3675000.00,30487000.00,28809000.00,22900000.00,33419000.00
0001609151,73,-9320000.00,55809000.00,65500000.00,-0.166998,1481.0,39945000.00,47539000.00,-219000.00,-5705000.00,188926000.00,188310000.00,207968000.00,204285000.00
0001609253,13,186000000.00,912000000.00,119000000.00,0.203947,1795.0,,,186000000.00,99000000.00,7135000000.00,6827000000.00,7403000000.00,7149000000.00
0001609550,38,-1485000.00,201317000.00,204583000.00,-0.007376,1201.0,170608000.00,176912000.00,-6703000.00,12849000.00,808383000.00,730809000.00,907317000.00,911376000.00
0001609711,73,247300000.00,1194300000.00,1266900000.00,0.207067,1186.0,,,404700000.00,471500000.00,8235400000.00,7838800000.00,8034900000.00,8154400000.00
0001609804,28,31200000.00,477700000.00,459500000.00,0.065313,230.0,98100000.00,79200000.00,400000.00,-12400000.00,1857300000.00,1968200000.00,1907600000.00,1930700000.00
0001610853,61,-4011000.00,49000.00,3621000.00,-81.857143,503.0,-72000.00,3441000.00,-3536000.00,-4831000.00,3542000.00,3484000.00,303929000.00,200708000.00
0001611046,70,-197567.00,429096.00,151840.00,-0.460426,2614.0,49546.00,16108.00,-811255.00,-80962.00,1055559.00,,679447.00,576250.00
0001611052,73,-36245000.00,310632000.00,359283000.00,-0.116681,1462.0,245706000.00,287790000.00,66028000.00,76756000.00,2101371000.00,1948714000.00,2239065000.00,2108448000.00
0001611115,80,-8396000.00,54963000.00,78048000.00,-0.152757,1014.0,31900000.00,48693000.00,-16118000.00,-11834000.00,150892000.00,,305406000.00,302798000.00
0001611647,20,-11497000.00,263249000.00,297644000.00,-0.043673,2073.0,103788000.00,120674000.00,4807000.00,40329000.00,1574878000.00,1559024000.00,1777775000.00,1839179000.00
0001613780,28,-26600000.00,800000.00,900000.00,-33.250000,455.0,,,-19700000.00,-49100000.00,65658000.00,50562000.00,233700000.00,266400000.00
0001614178,73,1118000.00,109483000.00,107917000.00,0.010212,1356.0,82378000.00,78722000.00,37725000.00,37430000.00,610078000.00,572356000.00,621776000.00,499484000.00
0001615063,73,1600000.00,60400000.00,57200000.00,0.026490,1333.0,,,25500000.00,26700000.00,438400000.00,458900000.00,439900000.00,421200000.00
0001615165,73,-21634000.00,22463000.00,20259000.00,-0.963095,1591.0,,,-17044000.00,-11494000.00,198060000.00,199647000.00,182280000.00,155199000.00
0001616000,70,35864000.00,288927000.00,295408000.00,0.124128,2245.0,,,54766000.00,45031000.00,2831616000.00,2889541000.00,2808675000.00,2770836000.00
0001616533,36,18488000.00,365519000.00,342999000.00,0.050580,572.0,104648000.00,93702000.00,,,1583015000.00,1811344000.00,1598195000.00,1749757000.00
0001616543,38,-13488000.00,6257000.00,11711000.00,-2.155666,1659.0,1505000.00,6940000.00,-16080000.00,-32025000.00,100438000.00,87211000.00,126269000.00,102857000.00
0001616707,59,-122000000.00,2730000000.00,2931000000.00,-0.044689,489.0,837000000.00,880000000.00,-96000000.00,-52000000.00,3459000000.00,3419000000.00,3440000000.00,2870000000.00
0001616862,28,176000000.00,1262000000.00,1254000000.00,0.139461,195.0,,,26000000.00,68000000.00,7249000000.00,7411000000.00,7599000000.00,7558000000.00
0001617406,70,7000000.00,630000000.00,622000000.00,0.011111,2355.0,,,86000000.00,59000000.00,9161000000.00,8901000000.00,7700000000.00,7658000000.00
0001617553,73,-11669000.00,110065000.00,107547000.00,-0.106019,1458.0,98410000.00,95573000.00,-9914000.00,-3485000.00,664060000.00,629376000.00,569743000.00,551248000.00
0001617640,73,-9000000.00,598000000.00,708000000.00,-0.015050,1382.0,459000000.00,519000000.00,104000000.00,200000000.00,5829000000.00,5746000000.00,5685000000.00,5226000000.00
0001618732,73,48645000.00,638983000.00,703066000.00,0.076129,1278.0,555992000.00,610787000.00,,,2988990000.00,3096630000.00,3276933000.00,3418628000.00
0001618755,58,435000000.00,2109000000.00,2264000000.00,0.206259,2266.5,,,118000000.00,227000000.00,24632000000.00,24881000000.00,25615000000.00,24880000000.00
0001618756,58,435000000.00,2109000000.00,2264000000.00,0.206259,2266.5,,,118000000.00,227000000.00,24632000000.00,24881000000.00,25615000000.00,24880000000.00
0001618835,28,327000.00,845000.00,899000.00,0.386982,152.0,,,560000.00,2301000.00,23789000.00,12877000.00,20274000.00,7442000.00
0001619856,28,-42913000.00,2353000.00,2397000.00,-18.237569,439.0,,,-36725000.00,-26984000.00,313313000.00,273656000.00,175367000.00,148998000.00
0001620393,67,7423000.00,63216000.00,63544000.00,0.117423,892.0,,,28322000.00,23334000.00,1907420000.00,1881748000.00,1886419000.00,1872512000.00
0001620533,58,2842000.00,320898000.00,366737000.00,0.008856,2511.0,,,31222000.00,8489000.00,1696971000.00,1727464000.00,1896209000.00,1917632000.00
0001621434,13,17161000.00,59252000.00,59359000.00,0.289627,1764.0,,,64835000.00,62560000.00,1218906000.00,1238835000.00,1335554000.00,1338416000.00
0001621906,10,-2668774.00,41221.00,27351.00,-64.743068,438.0,,,-2186106.00,-1043509.00,33916238.00,31492226.00,34446941.00,33127792.00
0001622345,36,-1101000.00,1723000.00,1728000.00,-0.639002,651.0,320000.00,1135000.00,-584000.00,-2191000.00,17546000.00,16592000.00,10437000.00,11447000.00
0001622536,49,-106000000.00,390000000.00,1129000000.00,-0.271795,2231.0,,,119000000.00,461000000.00,6106000000.00,5865000000.00,10905000000.00,10993000000.00
0001623526,28,111240000.00,158569000.00,6229000.00,0.701524,143.0,,,131827000.00,-60582000.00,271555000.00,406888000.00,418434000.00,443277000.00
0001623925,49,177223000.00,291129000.00,314211000.00,0.608744,1754.0,,,198942000.00,238624000.00,5761748000.00,5752118000.00,5884116000.00,6405864000.00
0001624326,38,-5446000.00,8000.00,22000.00,-680.750000,2785.0,,,-1581000.00,-2620000.00,30660000.00,52823000.00,38812000.00,45419000.00
0001624512,82,-2908000.00,22423000.00,22442000.00,-0.129688,2485.0,8043000.00,6939000.00,-4680000.00,-5049000.00,115305000.00,,97543000.00,90668000.00
0001625278,73,700000.00,209200000.00,222200000.00,0.003346,1361.0,,,26700000.00,35700000.00,437600000.00,475000000.00,461100000.00,432000000.00
0001625297,28,66000000.00,266000000.00,317000000.00,0.248120,168.0,221000000.00,277000000.00,75000000.00,-9000000.00,1316000000.00,1375000000.00,1201000000.00,1197000000.00
0001625641,73,-12610000.00,36653000.00,41882000.00,-0.344037,1531.0,27150000.00,31083000.00,-10498000.00,-11684000.00,180320000.00,168030000.00,173639000.00,162372000.00
0001625941,67,110191000.00,144402000.00,154043000.00,0.763085,709.0,,,20552000.00,23395000.00,7581011000.00,7509709000.00,7798427000.00,7765134000.00
0001626450,73,-2410000.00,82370000.00,86842000.00,-0.029258,1398.0,65386000.00,66651000.00,401000.00,18374000.00,340289000.00,286288000.00,308791000.00,324258000.00
0001627475,73,38690000.00,192706000.00,195483000.00,0.200772,1192.0,150900000.00,150842000.00,36965000.00,23019000.00,1211613000.00,1240066000.00,1299580000.00,1241952000.00
0001628369,65,45300000.00,2284600000.00,2535800000.00,0.019828,2072.0,,,-162000000.00,-243500000.00,7549200000.00,7407500000.00,7676600000.00,7648100000.00
0001628808,38,-11166000.00,2621000.00,5337000.00,-4.260206,1724.0,1853000.00,3832000.00,-8283000.00,-8583000.00,70234000.00,60864000.00,77475000.00,73456000.00
0001628908,87,-1622000.00,483649000.00,496246000.00,-0.003354,1836.0,,,4565000.00,-984000.00,2544411000.00,2653451000.00,1899236000.00,1878847000.00
0001630627,38,-15582000.00,52570000.00,47198000.00,-0.296405,1457.0,41893000.00,37407000.00,4198000.00,7240000.00,217094000.00,205846000.00,190581000.00,184102000.00
0001630805,34,-1843000.00,148598000.00,214414000.00,-0.012403,2271.0,,,-8477000.00,17789000.00,726987000.00,719713000.00,662938000.00,757845000.00
0001631574,28,-49804000.00,9175000.00,38246000.00,-5.428229,393.0,,,-63039000.00,-59553000.00,352207000.00,288343000.00,638499000.00,583544000.00
0001632970,67,94537000.00,540603000.00,650774000.00,0.174873,866.0,,,60616000.00,81067000.00,4488057000.00,4464051000.00,5426226000.00,5598658000.00
0001633369,73,-3307287.00,143885.00,92909.00,-22.985627,2723.0,50171.00,58493.00,,,,,,1121579.00
0001633917,73,1530000000.00,7791000000.00,8353000000.00,0.196380,1196.0,,,1160000000.00,1134000000.00,78725000000.00,81274000000.00,80173000000.00,80546000000.00
