cik,net_income,net_income_prior,revenue,total_assets,stockholders_equity,total_liabilities
1644963,-1852000,,,3594000,3510000,1262000
1645113,-34319000,,154994000,1248809000,361958000,886851000
1645155,-61378,,,15358,-1134614,
1645460,-12257000,,,22254000,6580000,15674000
1645469,-2624972,,,55085318,53593358,1491960
1645666,-16556000,,,125260000,103069000,22191000
1645873,829000,,11793000,506802000,171107000,293426000
1646188,-14136000,,4248000,104600639,26081287,57951020
1646614,10227200,,,1005899118,542222586,463676532
1647088,43055000,,559551000,5961676000,1011362000,4950314000
1647639,-2447000,,213371000,2296277000,676642000,1619635000
1648087,-5059256,,,9704940,-8012673,17717613
1648960,-1473196,,83,8508527,10281604,699436
1649094,-140718000,,,3378103000,3200026000,178077000
1649739,-335000,,,1291957000,110085000,1181872000
1649744,-15293000,,102704000,463705000,167861000,298812000
1649749,39361000,,,13136449000,1601962000,11534394000
1649904,-49498000,,,386685000,18947000,223596000
1650132,26156000,,71476000,2711152000,,1278315000
1650164,56000000,,,2564000000,1673000000,891000000
1650372,-70807000,-38208000,,5883716000,1368922000,4514794000
1650648,-47972000,,14000,515729000,469723000,46006000
1650664,-76088000,,,263652000,62420000,201232000
1650696,-156182,,,21493031,13330773,8162258
1650729,-27300000,,,3258400000,1551000000,1688200000
1651308,1270000,,,5841526000,3499513000,2342013000
1651311,-96474000,,26488000,730922000,596119000,134803000
1651562,-7800000,,,951200000,610500000,340700000
1651721,-2731859,,2381595,116681861,3064074,81822476
1651992,-25594,-21079,0,76,-504229,504305
1652044,34540000000,,90234000000,475374000000,345267000000,130107000000
1652130,-114329000,,,986163000,779919000,206244000
1652535,-4559000,,,1006613000,700361000,306252000
1652539,-1881658,,6345,8633271,-26582461,35215732
1652561,138736,,,855176,213112,642064
1652935,-6317024,,,4483039,-5087737,9570776
1652958,-20872081,,,378259,-3915385,4293644
1653087,-40471000,,3700000,408303000,94610000,313693000
1653384,1866000,,,1032896000,503290000,529606000
1653477,20500000,,,2056100000,234600000,1821500000
1653482,-35875000,,,1441990000,808280000,589393000
1653653,44749000,,497861000,4085953000,247071000,3716345000
1653909,-21875000,,,147259000,82822000,64437000
1654595,-1006826,,,78229666,13991147,52384420
1655050,28547000,22137000,,2642315000,1144504000,1497811000
1655210,-61087000,,,643830000,-657702000,
1655759,82900000,,188800000,1001100000,660100000,341000000
1655887,14198000,,,1993698000,1088366000,905332000
1655888,242635000,,,18375681000,7739089000,10636592000
1655923,-1725073,,2928654,48608419,38500829,7796544
1656472,6122000,,,1153827000,1066403000,39062000
1657214,-958806,,,30756729,14174071,15979158
1657642,3573000,,,1251498000,92921000,1158577000
1657853,-443000000,,1813000000,22047000000,-262000000,22309000000
1658247,-96774000,,361000,1361327000,1254000000,107327000
1658551,-35907000,,,219676000,201417000,18259000
1658566,329298000,,,17076443000,9384176000,6272643000
1659166,171900000,,,17137000000,10236400000,
1659323,-4891000,,,32975000,-2554000,35529000
1659617,-5904000,,0,21013000,13791000,7222000
1660134,62000000,,,9365000000,6567000000,2798000000
1660280,-22935000,,,1693577000,383161000,1310416000
1660334,-9742000,,3439000,42178000,-18576000,60754000
1660734,144773000,,11915000,9033535000,2395027000,6638508000
1661053,-4503000,,,40577000,38307000,2270000
1661059,-10976000,,,67137000,55855000,11282000
1661181,-18843000,,86693000,467394000,242902000,99325000
1661306,-320218,,,36496053,15925507,20570546
1661458,-2251000,,,334571000,202650000,133030000
1661600,-1000,,,393000,-2911000,3143000
1661779,1717451,,,56847101,,9457555
1661998,-11031000,,,79071000,-4014000,83085000
1662579,-26322000,,,319524000,195140000,124384000
1662684,-18806658,,2448606,93804070,89679238,4124832
1662774,-15030000,,,107089000,18581000,88508000
1662972,-1696637000,,2055172000,112931218000,23741675000,81739895000
1662991,36164000,,104912000,298074000,125762000,172312000
1663038,-65763,-29806,0,584,-402541,403125
1664710,148451000,,211192000,784561000,728871000,55690000
1664740,109339,,,9854330,3917544,5936786
1665300,-3723000,,,112034000,103626000,8408000
1665918,115000000,,,13651000000,4616000000,9035000000
1665988,-2637000,,,691414000,148144000,505935000
1666071,-13282000,,56435000,369073000,64090000,304983000
1666134,6055000,,,1781148000,417903000,1327427000
1666244,-448536,,23681363,1162379614,215831746,651677159
1666291,-78623000,,43375000,6656216000,,4721631000
1666700,-589000000,-117000000,,35981000000,22834000000,12713000000
1667011,-8121000,,,98319000,-4821000,103140000
1667313,185000,-1679000,7757000,37831000,28628000,9203000
1668010,-2089910,,,44489380,6223982,21019424
1668243,-43843000,-37512000,,247618000,-46458000,294076000
1668397,114595000,,,1897369000,593609000,1303760000
1669162,89227000,,423397000,5214999000,1582975000,3632024000
1669779,-12280000,,,5147210000,310500000,4688399000
1669811,31000000,,,852800000,419900000,432900000
1670076,-43000000,,,6481000000,570000000,5911000000
1670592,16609000,,,1237866000,764262000,473604000
1671502,-3812179,,,12955153,5925809,7029344
1671584,-6408000,,,8342000,-1473000,9815000
1671858,-33940000,,,327318000,228974000,98344000
1671927,5023000,,,1028008000,378479000,649529000
1671933,50678000,,,5705441000,2716684000,2988757000
1672013,99372000,,,2402627000,780284000,1618378000
1672619,-28544000,,,302570000,288296000,14274000
1672688,-26346000,,,232447000,198796000,33651000
1672909,-299210,,,112358446,83748340,28610106
1673358,292000000,,2981000000,11002000000,5784000000,4563000000
1673481,-3306468,,,53439131,19858709,31532777
1673772,-17165000,,,187570000,177372000,10198000
1673985,23344000,,,1625974000,794368000,831606000
1674101,164500000,,,9451100000,2666400000,6784700000
1674168,-17000000,,1148000000,11789000000,1583000000,10058000000
1674227,-476303,,720299,7156907,5593992,1562915
1674335,-190138000,,,2418915000,452139000,1966776000
1674356,-1285064,,12456749,495229538,179941892,315287646
1674416,-135996000,,,2166102000,1829160000,336942000
1674632,-28656000,,,338024000,313752000,24272000
1674760,7059000,,,639251000,356769000,282482000
1674930,-11530000,,,1205744000,1127178000,82974000
1675149,548000000,,,14574000000,,8656000000
1675644,5165000,,,2240797000,242328000,1998469000
1676047,-1388869,,667432,6152181,5103386,1048795
1676163,-5681353,,5120610,63456961,40554290,22902671
1676238,-35786000,,,889134000,474426000,414675000
1676725,-72178000,,,1100641000,1024135000,76506000
1677576,31077000,,71722000,2352587000,1922164000,430423000
1677940,4477000,,,37104000,-28309000,49771000
1678660,-32085000,,,141260000,103178000,38082000
1679049,49565000,,183394000,2542397000,1868849000,673548000
1679268,-537000,,,374354000,252511000,121843000
1679273,146000000,-36100000,,7422800000,1633600000,
1679628,-1528867,,,4962826,3064595,1898231
1679688,13782000,,45447000,3439028000,1960767000,974263000
1679788,65608000,,2034295000,21731006000,10468240000,11262766000
1680048,-153000,,,14909000,3609000,11300000
1680062,20380000,,,1933768000,949146000,778415000
1680132,29515,5062,7500,691107,,2537446
1680139,-1050939,,,2057314,-4137397,6194711
1680247,9602000,,,1246199000,826489000,419710000
1680367,-13702000,,,77167000,67586000,9581000
1680378,-1665000,,,3626000,2892000,734000
1680581,-17655000,,,242649000,228486000,14163000
1680873,-1645000,,,581850000,238020000,341712000
1681087,-15906000,,,314829000,301036000,13793000
1681206,6460000,,71434000,525364000,254000000,271364000
1681459,142000000,,2233600000,9971800000,3071100000,6854800000
1681682,-1036330,,,3170598,1752885,1417713
1681769,-500,-526,,6347,-42798,49145
1682149,-9563000,,629000,95673000,81686000,13987000
1682220,904000,,11442000,491395000,179339000,312056000
1682265,-1287502,,734515,2229675,-3381173,
1682639,-3483533,,,5983953,-9714001,15697954
1682745,32339000,,31447000,1643100000,299575000,1343525000
1682852,-971000000,,,12704000000,10066000000,2638000000
1683553,-14041000,,0,31649000,15324000,16325000
1683606,-2013000,,,1083683000,489915000,593768000
1683695,7769000,,,490589000,139243000,
1684144,-63809000,,,142993000,132444000,10549000
1684682,18567000,,,1289486000,1255213000,34273000
1685040,-268000000,,2390000000,234681000000,5239000000,229377000000
1685766,-16576,,,338,-197537,197875
1687187,-9457000,,,685735000,355248000,330487000
1687229,165745000,,674479000,18578092000,9718431000,8823078000
1687932,11692000,,,432896000,111973000,320923000
1688126,-611582,,,6933,-6897175,6904108
1688757,-20710000,,,333364000,38550000,294814000
1689375,-17349000,,,486479000,417260000,69219000
1689548,-69296000,-58679000,0,478736000,439214000,39522000
1689796,-45720000,,120686000,4732603000,,2743375000
1690012,3948000,,5787000,657180000,243887000,413293000
1690080,-2369000,,,11650794,7706000,3945222
1690384,-58646,,,17880,-358971,380496
1690437,165070000,-6318000,,1042070000,,147000
1690536,42640000,,,10638898000,2728424000,7910474000
1690585,-29511000,,1163000,348580000,328606000,19974000
1690680,-8766000,,665494000,4847743000,1321327000,3287816000
1690820,216000000,,,8878000000,1504000000,7105000000
1690842,4007000,-3386000,,50313000,,21000
1691303,-8168000,,,2623894000,2076766000,547128000
1691421,-62400000,,151200000,1856600000,545500000,1311100000
1692063,26100000,,1401800000,4978500000,2988200000,1990300000
1692115,113870000,,,12075804000,3578886000,
1692376,18887000,20587000,,5971530000,563187000,5405311000
1692415,-7533271,,,55149342,47484070,7228511
1692427,4056000,,,155118000,103168000,34282000
1692787,6130000,,,7030683000,-2549653000,4129781000
1692819,-268000000,,3933000000,38228000000,4825000000,33390000000
1692951,-6273000,,40666000,1858235000,234338000,1424227000
1693256,8239000,,,1545211000,793078000,628262000
1693317,-290000000,,1586000000,18862000000,,6807000000
1693577,2453000,,33902000,2222845000,209618000,2013227000
1694028,20111000,,977461000,3355822000,1974112000,1381710000
1694426,-172700000,-413800000,,6882100000,,
1694617,-681951,,487773,15101031,-13011266,28112297
1695295,-14385000,,,410557000,209945000,200612000
1695473,-103511,,,46213,-823984,1009103
1696025,-55064,,85591,84155,-1101557,1185712
1696088,-1090594,,7877153,157309640,,7761018
1696411,520,,0,31777,-268999,300776
1697500,5320000,,126332000,1129790000,361285000,461724000
1697532,-21825000,,,56907000,36668000,20239000
1697851,-10874000,,,79802000,33359000,46443000
1697884,-80541,,0,11912,-4095741,4107653
1698022,1165000,,,817558000,58548000,759010000
1698514,10391000,,,1769323000,920479000,848844000
1698530,3010000,,0,20680000,11382000,9298000
1698538,-1403954,,,157011261,13147350,129451757
1698990,102927000,,350300000,2868614000,,
1698991,14639000,,,1047256000,259068000,
1699031,-106213000,,,2847605000,2413668000,433937000
1699039,600000,,,376500000,272600000,103900000
1699136,44223000,,,1769067000,1108035000,463697000
1699150,186500000,,,18379400000,10484800000,7825700000
1699382,-17436000,,,170608000,160107000,10501000
1699838,-67574000,,,2698674000,1025333000,1673341000
1701051,-13900000,,150000000,1502300000,196000000,1306300000
1701108,-13866000,,5874000,77709000,33814000,43895000
1701478,-3068345,,,5907891,4409041,1500267
1701541,56542000,,,176245000,141516000,34729000
1701605,402000000,,,38110000000,17042000000,
1701756,938000,,,83744000,30643000,50039000
1701758,-10840000,,138373000,483740000,201214000,282526000
1701963,-961746,,199347,2728607,10841328,2062
1702510,22063000,,,2176562000,1492381000,684181000
1702750,28248000,,,9584732000,1131078000,8453654000
1702780,-75676000,,2152282000,31684888000,-543000000,32211080000
1702924,109000,,765000,17972000,2567000,15405000
1703056,140246000,189957000,,15830065000,3617292000,12212773000
1703057,-45621000,,,1344208000,1022982000,321226000
1703073,-950807,-962685,,4558972,2464825,2094147
1703157,-94365,,,9856,210755,220611
1703644,-7015000,,,2030245000,604669000,1425451000
1703647,-23387000,,2550000,202207000,,63250000
1704287,-1864435,,,5278007,3866376,1411631
1704292,-48438000,,106487000,1173330000,810753000,362577000
1704711,-27588000,,,648401000,212800000,
1704715,-33947000,,531957000,2400500000,1614838000,785662000
1704720,-113000000,,,2096400000,1719900000,399700000
1705012,-45969000,,,1273539000,-493936000,1773035000
1705181,-94541000,,,188514000,,0
1705696,543607000,,984204000,45526064000,26609169000,18503399000
1705843,-46886000,,,335045000,70274000,261088000
1705873,-96680000,,,1404338000,631468000,
1706431,-120965000,,3032000,1307727000,1043819000,263908000
1706524,-4033912,,,16085752,-28242759,44328511
1706946,-84487000,,,903933000,272171000,631762000
1707910,-2191144,,1693261,8064577,415582,7648995
1707919,-5654336,,,129341972,73320923,55909814
1707925,1673000000,,,82704000000,38032000000,43241000000
1708035,-3597000,-30419000,,1786922000,698684000,1088238000
1708055,-26227000,,,1137477000,381815000,755662000
1708341,-4836484,,2275135,117861406,68405110,44972382
1708527,-3933000,,,39298000,-36458000,75756000
1708599,-4813000,,,6731000,1701000,5172000
1708646,187851937,,,1294512987,,183327
1709164,1805000,,133372000,418020000,163181000,254839000
1709442,23569000,,,8216458000,1068295000,7148163000
1709542,-170479,,0,51176,-2802549,
1709628,-2015000,,738000,7998000,4797000,1110000
1709682,-17791000,,422232000,3542908000,813419000,
1709941,-12928000,,,343841000,313167000,30674000
1710072,-40798000,,,454391000,429719000,24672000
1710155,14186000,-28591000,,2010352000,836160000,
1710340,-1572000,,,84032000,24450000,59582000
1710350,-57711645,,25105120,485248574,417417891,67830681
1710366,-69277000,,1017406000,6251946000,3895774000,2356172000
1710482,4810000,,,2272432000,252958000,2019474000
1710495,-659293,,0,190000,,8396980
1711269,125000000,,1374500000,32454200000,9930600000,
1711279,35733000,,,1074416000,984674000,89742000
1711754,-9739000,,50000,37801000,29673000,8128000
1711786,-3475836,,,12355218,11539919,815299
1711799,-2918000,,51828000,2657511000,1650266000,1003536000
1711929,-177180000,,,19624544000,4900617000,14229082000
1712184,-136400000,,,12597500000,1021800000,11071800000
1712189,-6461000,,69897000,562520000,415315000,147252000
1712463,-10900000,,91200000,1119500000,544100000,575400000
1712762,-2660417,,,5547283,1439404,4107879
1713210,-712919,,289037,25184729,24049724,1152758
1713407,2001000,,35520000,2006109000,497093000,1181596000
1713445,26158000,,,2437024000,2217121000,219903000
1713683,-4125000,-7724000,,5339628000,1804939000,3534689000
1713863,-4779000,-4641000,362000,108096000,80578000,23578000
1714174,30929000,,118859000,6180805000,2434375000,3020224000
1714562,-5155604,,7439124,67779864,10514274,57265590
1714899,-132970000,,,1271343000,1122686000,148657000
1715933,-15204000,,,1137570000,,624766000
1716166,-3864000,,,11282000,4407000,6875000
1716621,-4045000,,,24800000,7916000,16884000
1717115,-68037000,,,1543137000,326194000,1216943000
1717307,-21532000,,,5363625000,539525000,4386712000
1717310,-1888074,,,138953890,116374042,22579848
1717547,5342000,,77562000,3550653000,1034924000,2519770000
1718224,-329849,,3231073,11003980,6666378,4337602
1718405,-11759000,,,129327000,-44506000,173833000
1718500,576662,633706,6922367,12950947,9656866,3294081
